question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,sample_size,population,population_full,methodology,office_type,seat_number,seat_name,start_date,end_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,notes,url,stage,answer,candidate_name,candidate_party,pct
91513,56790,2018,North Carolina,1365,Change Research,948,Health Care Voter,Change Research,567,lv,lv,Online,U.S. House,13,District 13,2018-11-02,2018-11-04,NA,FALSE,DEM,NA,FALSE,FALSE,2018-11-05T14:37:00Z,NA,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,Bailey,Tom Bailey,LIB,2
91513,56790,2018,North Carolina,1365,Change Research,948,Health Care Voter,Change Research,567,lv,lv,Online,U.S. House,13,District 13,2018-11-02,2018-11-04,NA,FALSE,DEM,NA,FALSE,FALSE,2018-11-05T14:37:00Z,NA,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,Corriher,Robert Corriher,GRE,1
91515,56791,2018,Virginia,1365,Change Research,948,Health Care Voter,Change Research,710,lv,lv,Online,U.S. House,2,District 2,2018-11-02,2018-11-04,NA,FALSE,DEM,NA,FALSE,FALSE,2018-11-05T14:37:00Z,NA,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,Luria,Elaine G. Luria,DEM,47
91515,56791,2018,Virginia,1365,Change Research,948,Health Care Voter,Change Research,710,lv,lv,Online,U.S. House,2,District 2,2018-11-02,2018-11-04,NA,FALSE,DEM,NA,FALSE,FALSE,2018-11-05T14:37:00Z,NA,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,Taylor,Scott W. Taylor,REP,47
91554,56812,2018,Michigan,1365,Change Research,948,Health Care Voter,Change Research,460,lv,lv,Online,U.S. House,6,District 6,2018-11-02,2018-11-04,NA,FALSE,DEM,NA,FALSE,FALSE,2018-11-05T18:59:00Z,NA,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,Longjohn,Matt Longjohn,DEM,42
91554,56812,2018,Michigan,1365,Change Research,948,Health Care Voter,Change Research,460,lv,lv,Online,U.S. House,6,District 6,2018-11-02,2018-11-04,NA,FALSE,DEM,NA,FALSE,FALSE,2018-11-05T18:59:00Z,NA,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,Upton,Fred Upton,REP,40
91554,56812,2018,Michigan,1365,Change Research,948,Health Care Voter,Change Research,460,lv,lv,Online,U.S. House,6,District 6,2018-11-02,2018-11-04,NA,FALSE,DEM,NA,FALSE,FALSE,2018-11-05T18:59:00Z,NA,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,Young,Stephen J. Young,UST,3
91555,56812,2018,Michigan,1365,Change Research,948,Health Care Voter,Change Research,501,lv,lv,Online,U.S. House,8,District 8,2018-11-02,2018-11-04,NA,FALSE,DEM,NA,FALSE,FALSE,2018-11-05T19:01:00Z,NA,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,Slotkin,Elissa Slotkin,DEM,47
91555,56812,2018,Michigan,1365,Change Research,948,Health Care Voter,Change Research,501,lv,lv,Online,U.S. House,8,District 8,2018-11-02,2018-11-04,NA,FALSE,DEM,NA,FALSE,FALSE,2018-11-05T19:01:00Z,NA,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,Bishop,Mike Bishop,REP,46
91555,56812,2018,Michigan,1365,Change Research,948,Health Care Voter,Change Research,501,lv,lv,Online,U.S. House,8,District 8,2018-11-02,2018-11-04,NA,FALSE,DEM,NA,FALSE,FALSE,2018-11-05T19:01:00Z,NA,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,Ellison,Brian Ellison,LIB,3
91555,56812,2018,Michigan,1365,Change Research,948,Health Care Voter,Change Research,501,lv,lv,Online,U.S. House,8,District 8,2018-11-02,2018-11-04,NA,FALSE,DEM,NA,FALSE,FALSE,2018-11-05T19:01:00Z,NA,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,Lillis,David Jay Lillis,UST,0
91574,56819,2018,Ohio,1365,Change Research,NA,NA,Change Research,350,lv,lv,Online,U.S. House,4,District 4,2018-11-02,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-06T08:34:00Z,NA,https://twitter.com/ChangePolls/status/1059294038061277184,general,Garrett,Janet Garrett,DEM,36
91574,56819,2018,Ohio,1365,Change Research,NA,NA,Change Research,350,lv,lv,Online,U.S. House,4,District 4,2018-11-02,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-06T08:34:00Z,NA,https://twitter.com/ChangePolls/status/1059294038061277184,general,Jordan,Jim Jordan,REP,60
91575,56820,2018,Ohio,1365,Change Research,948,Health Care Voter,Change Research,457,lv,lv,Online,U.S. House,1,District 1,2018-11-02,2018-11-04,NA,FALSE,DEM,NA,FALSE,FALSE,2018-11-06T08:34:00Z,NA,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,Pureval,Aftab Pureval,DEM,44
91575,56820,2018,Ohio,1365,Change Research,948,Health Care Voter,Change Research,457,lv,lv,Online,U.S. House,1,District 1,2018-11-02,2018-11-04,NA,FALSE,DEM,NA,FALSE,FALSE,2018-11-06T08:34:00Z,NA,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,Chabot,Steve Chabot,REP,47
91575,56820,2018,Ohio,1365,Change Research,948,Health Care Voter,Change Research,457,lv,lv,Online,U.S. House,1,District 1,2018-11-02,2018-11-04,NA,FALSE,DEM,NA,FALSE,FALSE,2018-11-06T08:34:00Z,NA,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,Kubala,Dirk Kubala,LIB,2
91309,56693,2018,New York,1424,Siena College,134,New York Times,Siena College/New York Times,505,lv,lv,Live Phone,U.S. House,19,District 19,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-02T22:36:00Z,NA,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ny19-3.html,general,Delgado,Antonio Delgado,DEM,43.28
91309,56693,2018,New York,1424,Siena College,134,New York Times,Siena College/New York Times,505,lv,lv,Live Phone,U.S. House,19,District 19,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-02T22:36:00Z,NA,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ny19-3.html,general,Faso,John J. Faso,REP,41.6
91310,56693,2018,New York,1424,Siena College,134,New York Times,Siena College/New York Times,505,rv,rv,Live Phone,U.S. House,19,District 19,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-02T22:36:00Z,NA,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ny19-3.html,general,Delgado,Antonio Delgado,DEM,39.44
91310,56693,2018,New York,1424,Siena College,134,New York Times,Siena College/New York Times,505,rv,rv,Live Phone,U.S. House,19,District 19,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-02T22:36:00Z,NA,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ny19-3.html,general,Faso,John J. Faso,REP,38.45
91311,56693,2018,New York,1424,Siena College,134,New York Times,Siena College/New York Times,506,lv,lv,Live Phone,U.S. House,22,District 22,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-02T22:36:00Z,NA,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ny22-3.html,general,Brindisi,Anthony J. Brindisi,DEM,44.95
91311,56693,2018,New York,1424,Siena College,134,New York Times,Siena College/New York Times,506,lv,lv,Live Phone,U.S. House,22,District 22,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-02T22:36:00Z,NA,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ny22-3.html,general,Tenney,Claudia Tenney,REP,45.88
91312,56693,2018,New York,1424,Siena College,134,New York Times,Siena College/New York Times,506,rv,rv,Live Phone,U.S. House,22,District 22,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-02T22:36:00Z,NA,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ny22-3.html,general,Brindisi,Anthony J. Brindisi,DEM,40.09
91312,56693,2018,New York,1424,Siena College,134,New York Times,Siena College/New York Times,506,rv,rv,Live Phone,U.S. House,22,District 22,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-02T22:36:00Z,NA,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ny22-3.html,general,Tenney,Claudia Tenney,REP,45.94
91345,56708,2018,Kentucky,1424,Siena College,134,New York Times,Siena College/New York Times,438,lv,lv,Live Phone,U.S. House,6,District 6,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-03T15:00:00Z,NA,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ky06-3.html,general,McGrath,Amy McGrath,DEM,44.01
91345,56708,2018,Kentucky,1424,Siena College,134,New York Times,Siena College/New York Times,438,lv,lv,Live Phone,U.S. House,6,District 6,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-03T15:00:00Z,NA,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ky06-3.html,general,Barr,Andy Barr,REP,44.4
91346,56708,2018,Kentucky,1424,Siena College,134,New York Times,Siena College/New York Times,438,rv,rv,Live Phone,U.S. House,6,District 6,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-03T15:00:00Z,NA,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ky06-3.html,general,McGrath,Amy McGrath,DEM,38.41
91346,56708,2018,Kentucky,1424,Siena College,134,New York Times,Siena College/New York Times,438,rv,rv,Live Phone,U.S. House,6,District 6,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-03T15:00:00Z,NA,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ky06-3.html,general,Barr,Andy Barr,REP,47.29
91453,56759,2018,New Hampshire,525,University of New Hampshire,NA,NA,University of New Hampshire,309,lv,lv,Live Phone,U.S. House,1,District 1,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-05T00:09:00Z,NA,https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2018_fall_nhelec110418.pdf,general,Pappas,Chris Pappas,DEM,53
91453,56759,2018,New Hampshire,525,University of New Hampshire,NA,NA,University of New Hampshire,309,lv,lv,Live Phone,U.S. House,1,District 1,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-05T00:09:00Z,NA,https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2018_fall_nhelec110418.pdf,general,Edwards,Eddie Edwards,REP,40
91453,56759,2018,New Hampshire,525,University of New Hampshire,NA,NA,University of New Hampshire,309,lv,lv,Live Phone,U.S. House,1,District 1,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-05T00:09:00Z,NA,https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2018_fall_nhelec110418.pdf,general,Belforti,Dan Belforti,LIB,3
91454,56759,2018,New Hampshire,525,University of New Hampshire,NA,NA,University of New Hampshire,321,lv,lv,Live Phone,U.S. House,2,District 2,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-05T00:09:00Z,NA,https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2018_fall_nhelec110418.pdf,general,Kuster,Annie Kuster,DEM,56
91454,56759,2018,New Hampshire,525,University of New Hampshire,NA,NA,University of New Hampshire,321,lv,lv,Live Phone,U.S. House,2,District 2,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-05T00:09:00Z,NA,https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2018_fall_nhelec110418.pdf,general,Negron,Steven Negron,REP,35
91454,56759,2018,New Hampshire,525,University of New Hampshire,NA,NA,University of New Hampshire,321,lv,lv,Live Phone,U.S. House,2,District 2,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-05T00:09:00Z,NA,https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2018_fall_nhelec110418.pdf,general,O'Donnell,Justin F. O'Donnell,LIB,2
91494,56778,2018,Nevada,1102,Emerson College,NA,NA,Emerson College,238,lv,lv,IVR/Online,U.S. House,1,District 1,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-05T10:03:00Z,NA,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,general,Titus,Dina Titus,DEM,58.3
91494,56778,2018,Nevada,1102,Emerson College,NA,NA,Emerson College,238,lv,lv,IVR/Online,U.S. House,1,District 1,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-05T10:03:00Z,NA,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,general,Bentley,Joyce Bentley,REP,28.3
91495,56778,2018,Nevada,1102,Emerson College,NA,NA,Emerson College,365,lv,lv,IVR/Online,U.S. House,2,District 2,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-05T10:03:00Z,NA,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,general,Koble,Clint Koble,DEM,36.9
91495,56778,2018,Nevada,1102,Emerson College,NA,NA,Emerson College,365,lv,lv,IVR/Online,U.S. House,2,District 2,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-05T10:03:00Z,NA,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,general,Amodei,Mark Amodei,REP,57.5
91496,56778,2018,Nevada,1102,Emerson College,NA,NA,Emerson College,332,lv,lv,IVR/Online,U.S. House,3,District 3,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-05T10:03:00Z,NA,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,general,Lee,Susie Lee,DEM,50.6
91496,56778,2018,Nevada,1102,Emerson College,NA,NA,Emerson College,332,lv,lv,IVR/Online,U.S. House,3,District 3,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-05T10:03:00Z,NA,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,general,Tarkanian,Danny Tarkanian,REP,41.4
91497,56778,2018,Nevada,1102,Emerson College,NA,NA,Emerson College,263,lv,lv,IVR/Online,U.S. House,4,District 4,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-05T10:03:00Z,NA,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,general,Horsford,Steven Horsford,DEM,48
91497,56778,2018,Nevada,1102,Emerson College,NA,NA,Emerson College,263,lv,lv,IVR/Online,U.S. House,4,District 4,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-05T10:03:00Z,NA,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,general,Hardy,Cresent Hardy,REP,44.2
91498,56781,2018,South Dakota,1102,Emerson College,NA,NA,Emerson College,514,lv,lv,IVR/Online,U.S. House,1,District 1,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-05T10:03:00Z,NA,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,general,Bjorkman,Tim Bjorkman,DEM,37.9
91498,56781,2018,South Dakota,1102,Emerson College,NA,NA,Emerson College,514,lv,lv,IVR/Online,U.S. House,1,District 1,2018-11-01,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-05T10:03:00Z,NA,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,general,Johnson,Dusty Johnson,REP,54
91307,56692,2018,Michigan,1424,Siena College,134,New York Times,Siena College/New York Times,447,lv,lv,Live Phone,U.S. House,8,District 8,2018-10-31,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-02T22:36:00Z,NA,https://www.nytimes.com/interactive/2018/upshot/elections-poll-mi08-3.html,general,Slotkin,Elissa Slotkin,DEM,49.05
91307,56692,2018,Michigan,1424,Siena College,134,New York Times,Siena College/New York Times,447,lv,lv,Live Phone,U.S. House,8,District 8,2018-10-31,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-02T22:36:00Z,NA,https://www.nytimes.com/interactive/2018/upshot/elections-poll-mi08-3.html,general,Bishop,Mike Bishop,REP,42.42
91308,56692,2018,Michigan,1424,Siena College,134,New York Times,Siena College/New York Times,447,rv,rv,Live Phone,U.S. House,8,District 8,2018-10-31,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-02T22:36:00Z,NA,https://www.nytimes.com/interactive/2018/upshot/elections-poll-mi08-3.html,general,Slotkin,Elissa Slotkin,DEM,43.22
91308,56692,2018,Michigan,1424,Siena College,134,New York Times,Siena College/New York Times,447,rv,rv,Live Phone,U.S. House,8,District 8,2018-10-31,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-02T22:36:00Z,NA,https://www.nytimes.com/interactive/2018/upshot/elections-poll-mi08-3.html,general,Bishop,Mike Bishop,REP,37.76
91343,56707,2018,Illinois,1424,Siena College,134,New York Times,Siena College/New York Times,428,lv,lv,Live Phone,U.S. House,14,District 14,2018-10-31,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-03T15:00:00Z,NA,https://www.nytimes.com/interactive/2018/upshot/elections-poll-il14-3.html,general,Underwood,Lauren A. Underwood,DEM,48.64
91343,56707,2018,Illinois,1424,Siena College,134,New York Times,Siena College/New York Times,428,lv,lv,Live Phone,U.S. House,14,District 14,2018-10-31,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-03T15:00:00Z,NA,https://www.nytimes.com/interactive/2018/upshot/elections-poll-il14-3.html,general,Hultgren,Randy Hultgren,REP,43.41
91344,56707,2018,Illinois,1424,Siena College,134,New York Times,Siena College/New York Times,428,rv,rv,Live Phone,U.S. House,14,District 14,2018-10-31,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-03T15:00:00Z,NA,https://www.nytimes.com/interactive/2018/upshot/elections-poll-il14-3.html,general,Underwood,Lauren A. Underwood,DEM,45.12
91344,56707,2018,Illinois,1424,Siena College,134,New York Times,Siena College/New York Times,428,rv,rv,Live Phone,U.S. House,14,District 14,2018-10-31,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-03T15:00:00Z,NA,https://www.nytimes.com/interactive/2018/upshot/elections-poll-il14-3.html,general,Hultgren,Randy Hultgren,REP,38.89
91347,56709,2018,Iowa,1424,Siena College,134,New York Times,Siena College/New York Times,423,lv,lv,Live Phone,U.S. House,4,District 4,2018-10-31,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-03T16:31:00Z,NA,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ia04-3.html,general,Scholten,J.D. Scholten,DEM,42.45
91347,56709,2018,Iowa,1424,Siena College,134,New York Times,Siena College/New York Times,423,lv,lv,Live Phone,U.S. House,4,District 4,2018-10-31,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-03T16:31:00Z,NA,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ia04-3.html,general,King,Steve King,REP,47.22
91348,56709,2018,Iowa,1424,Siena College,134,New York Times,Siena College/New York Times,423,rv,rv,Live Phone,U.S. House,4,District 4,2018-10-31,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-03T16:31:00Z,NA,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ia04-3.html,general,Scholten,J.D. Scholten,DEM,40.17
91348,56709,2018,Iowa,1424,Siena College,134,New York Times,Siena College/New York Times,423,rv,rv,Live Phone,U.S. House,4,District 4,2018-10-31,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-11-03T16:31:00Z,NA,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ia04-3.html,general,King,Steve King,REP,45.03
91179,56623,2018,Virginia,1424,Siena College,134,New York Times,Siena College/New York Times,500,lv,lv,Live Phone,U.S. House,7,District 7,2018-10-30,2018-11-04,NA,FALSE,NA,NA,FALSE,FALSE,2018-10-31T21:48:00Z,NA,https://www.nytimes.com/interactive/2018/upshot/elections-poll-va07-3.html,general,Spanberger,Abigail Spanberger,DEM,43.98
