ContractID,LongName,Date,Open,Low,High,Close,Volume
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,11/24/2018,0.980000,0.980000,0.990000,0.990000,193
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,11/25/2018,0.990000,0.990000,0.990000,0.990000,75
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,11/26/2018,0.990000,0.970000,0.990000,0.980000,702
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,11/27/2018,0.980000,0.940000,0.990000,0.940000,686
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,11/28/2018,0.940000,0.940000,0.990000,0.980000,479
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,11/29/2018,0.980000,0.970000,0.990000,0.970000,2056
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,11/30/2018,0.970000,0.860000,0.990000,0.940000,7845
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/01/2018,0.940000,0.940000,0.990000,0.980000,1828
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/02/2018,0.980000,0.970000,0.980000,0.970000,945
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/03/2018,0.970000,0.950000,0.970000,0.970000,672
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/04/2018,0.970000,0.960000,0.990000,0.990000,617
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/05/2018,0.990000,0.960000,0.990000,0.980000,812
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/06/2018,0.980000,0.970000,0.980000,0.970000,410
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/07/2018,0.970000,0.970000,0.970000,0.970000,0
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/08/2018,0.970000,0.960000,0.980000,0.960000,474
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/09/2018,0.960000,0.960000,0.980000,0.980000,10
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/10/2018,0.980000,0.980000,0.980000,0.980000,0
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/11/2018,0.980000,0.970000,0.980000,0.970000,73
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/12/2018,0.970000,0.960000,0.980000,0.970000,47
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/13/2018,0.970000,0.970000,0.990000,0.990000,1060
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/14/2018,0.990000,0.990000,0.990000,0.990000,937
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/15/2018,0.990000,0.990000,0.990000,0.990000,330
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/16/2018,0.990000,0.990000,0.990000,0.990000,776
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/17/2018,0.990000,0.990000,0.990000,0.990000,332
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/18/2018,0.990000,0.990000,0.990000,0.990000,41
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/19/2018,0.990000,0.990000,0.990000,0.990000,80
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/20/2018,0.990000,0.990000,0.990000,0.990000,1153
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/21/2018,0.990000,0.990000,0.990000,0.990000,0
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/22/2018,0.990000,0.990000,0.990000,0.990000,56
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/23/2018,0.990000,0.990000,0.990000,0.990000,0
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/24/2018,0.990000,0.990000,0.990000,0.990000,0
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/25/2018,0.990000,0.990000,0.990000,0.990000,0
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/26/2018,0.990000,0.990000,0.990000,0.990000,0
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/27/2018,0.990000,0.990000,0.990000,0.990000,0
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/28/2018,0.990000,0.990000,0.990000,0.990000,0
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/29/2018,0.990000,0.990000,0.990000,0.990000,0
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/30/2018,0.990000,0.990000,0.990000,0.990000,0
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,12/31/2018,0.990000,0.990000,0.990000,0.990000,0
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,01/01/2019,0.990000,0.990000,0.990000,0.990000,0
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,01/02/2019,0.990000,0.990000,0.990000,0.990000,0
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,01/03/2019,0.990000,0.990000,0.990000,0.990000,0
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,01/04/2019,0.990000,0.990000,0.990000,0.990000,0
12819,Will a Dem candidate win the 2018 House of Reps race in ME's 2nd district?,01/05/2019,0.990000,0.990000,0.990000,0.990000,0
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,10/10/2018,,,,,0
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,10/11/2018,0.350000,0.350000,0.580000,0.550000,23
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,10/12/2018,0.550000,0.550000,0.590000,0.550000,101
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,10/13/2018,0.550000,0.550000,0.550000,0.550000,0
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,10/14/2018,0.550000,0.550000,0.770000,0.690000,156
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,10/15/2018,0.690000,0.500000,0.690000,0.520000,965
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,10/16/2018,0.520000,0.520000,0.630000,0.530000,465
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,10/17/2018,0.530000,0.520000,0.790000,0.580000,574
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,10/18/2018,0.580000,0.520000,0.580000,0.530000,134
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,10/19/2018,0.530000,0.510000,0.600000,0.600000,412
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,10/20/2018,0.600000,0.600000,0.640000,0.640000,1
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,10/21/2018,0.640000,0.520000,0.640000,0.610000,203
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,10/22/2018,0.610000,0.500000,0.610000,0.530000,401
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,10/23/2018,0.530000,0.520000,0.530000,0.530000,85
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,10/24/2018,0.530000,0.520000,0.600000,0.530000,103
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,10/25/2018,0.530000,0.530000,0.580000,0.580000,52
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,10/26/2018,0.580000,0.510000,0.600000,0.600000,58
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,10/27/2018,0.600000,0.570000,0.600000,0.570000,1
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,10/28/2018,0.570000,0.520000,0.570000,0.520000,110
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,10/29/2018,0.520000,0.510000,0.520000,0.510000,23
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,10/30/2018,0.510000,0.460000,0.530000,0.520000,31
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,10/31/2018,0.520000,0.440000,0.520000,0.440000,136
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/01/2018,0.440000,0.440000,0.490000,0.490000,578
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/02/2018,0.490000,0.450000,0.490000,0.490000,66
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/03/2018,0.490000,0.460000,0.490000,0.480000,52
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/04/2018,0.480000,0.410000,0.480000,0.420000,101
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/05/2018,0.420000,0.350000,0.490000,0.350000,833
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/06/2018,0.350000,0.040000,0.480000,0.040000,2034
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/07/2018,0.040000,0.040000,0.780000,0.380000,11137
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/08/2018,0.380000,0.110000,0.380000,0.190000,5225
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/09/2018,0.190000,0.070000,0.190000,0.120000,3371
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/10/2018,0.120000,0.090000,0.120000,0.120000,1575
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/11/2018,0.120000,0.070000,0.120000,0.070000,2183
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/12/2018,0.070000,0.070000,0.150000,0.100000,2247
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/13/2018,0.100000,0.060000,0.120000,0.060000,3228
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/14/2018,0.060000,0.060000,0.120000,0.120000,954
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/15/2018,0.120000,0.010000,0.120000,0.010000,7923
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/16/2018,0.010000,0.010000,0.090000,0.010000,3841
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/17/2018,0.010000,0.010000,0.090000,0.020000,3347
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/18/2018,0.020000,0.010000,0.020000,0.010000,983
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/19/2018,0.010000,0.010000,0.030000,0.010000,1317
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/20/2018,0.010000,0.010000,0.010000,0.010000,0
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/21/2018,0.010000,0.010000,0.010000,0.010000,294
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/22/2018,0.010000,0.010000,0.010000,0.010000,0
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/23/2018,0.010000,0.010000,0.020000,0.020000,1
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/24/2018,0.020000,0.020000,0.020000,0.020000,0
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/25/2018,0.020000,0.010000,0.020000,0.010000,306
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/26/2018,0.010000,0.010000,0.020000,0.020000,571
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/27/2018,0.020000,0.020000,0.020000,0.020000,0
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/28/2018,0.020000,0.010000,0.060000,0.040000,2526
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/29/2018,0.040000,0.010000,0.050000,0.030000,959
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,11/30/2018,0.030000,0.010000,0.110000,0.040000,7446
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/01/2018,0.040000,0.010000,0.040000,0.030000,1625
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/02/2018,0.030000,0.020000,0.040000,0.040000,828
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/03/2018,0.040000,0.020000,0.050000,0.020000,335
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/04/2018,0.020000,0.020000,0.040000,0.040000,16
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/05/2018,0.040000,0.020000,0.040000,0.020000,1281
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/06/2018,0.020000,0.020000,0.020000,0.020000,32
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/07/2018,0.020000,0.020000,0.020000,0.020000,300
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/08/2018,0.020000,0.020000,0.040000,0.040000,13
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/09/2018,0.040000,0.040000,0.040000,0.040000,0
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/10/2018,0.040000,0.020000,0.040000,0.020000,43
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/11/2018,0.020000,0.020000,0.050000,0.050000,25
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/12/2018,0.050000,0.020000,0.050000,0.020000,1054
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/13/2018,0.020000,0.010000,0.020000,0.010000,2356
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/14/2018,0.010000,0.010000,0.010000,0.010000,883
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/15/2018,0.010000,0.010000,0.010000,0.010000,25
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/16/2018,0.010000,0.010000,0.010000,0.010000,0
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/17/2018,0.010000,0.010000,0.010000,0.010000,635
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/18/2018,0.010000,0.010000,0.020000,0.010000,36
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/19/2018,0.010000,0.010000,0.030000,0.030000,26
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/20/2018,0.030000,0.010000,0.030000,0.010000,13
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/21/2018,0.010000,0.010000,0.010000,0.010000,0
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/22/2018,0.010000,0.010000,0.010000,0.010000,0
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/23/2018,0.010000,0.010000,0.010000,0.010000,0
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/24/2018,0.010000,0.010000,0.010000,0.010000,0
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/25/2018,0.010000,0.010000,0.010000,0.010000,0
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/26/2018,0.010000,0.010000,0.010000,0.010000,0
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/27/2018,0.010000,0.010000,0.010000,0.010000,0
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/28/2018,0.010000,0.010000,0.010000,0.010000,0
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/29/2018,0.010000,0.010000,0.010000,0.010000,0
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/30/2018,0.010000,0.010000,0.010000,0.010000,0
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,12/31/2018,0.010000,0.010000,0.010000,0.010000,0
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,01/01/2019,0.010000,0.010000,0.010000,0.010000,0
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,01/02/2019,0.010000,0.010000,0.010000,0.010000,0
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,01/03/2019,0.010000,0.010000,0.010000,0.010000,0
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,01/04/2019,0.010000,0.010000,0.010000,0.010000,0
12820,Will a GOP candidate win the 2018 House of Reps race in ME's 2nd district?,01/05/2019,0.010000,0.010000,0.010000,0.010000,0

