question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,partisan,display_name,sample_size,population,population_full,methodology,office_type,seat_number,start_date,end_date,sponsor_candidate,tracking,nationwide_batch,created_at,notes,url,stage,dem,rep,ind
92722,57332,2020,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3002,rv,rv,Online,U.S. House,,1/13/19,1/16/19,"",TRUE,false,1/17/19 08:54,,https://scottrasmussen.com/generic-ballot-daily/,general,44.0,35.0,
92706,57317,2020,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3002,rv,rv,Online,U.S. House,,1/12/19,1/15/19,"",TRUE,false,1/16/19 08:07,,https://scottrasmussen.com/generic-ballot-daily/,general,44.0,35.0,
92669,57306,2020,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3003,rv,rv,Online,U.S. House,,1/11/19,1/14/19,"",TRUE,false,1/15/19 08:16,,https://scottrasmussen.com/generic-ballot-daily/,general,43.0,36.0,
92676,57314,2020,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3000,rv,rv,Online,U.S. House,,1/11/19,1/13/19,"",TRUE,false,1/15/19 11:47,,https://scottrasmussen.com/toplines-congressional-ballot/,general,43.0,37.0,
92675,57313,2020,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3000,rv,rv,Online,U.S. House,,1/10/19,1/12/19,"",TRUE,false,1/15/19 11:47,,https://scottrasmussen.com/toplines-congressional-ballot/,general,44.0,37.0,
92645,57294,2020,,1416,Harris Interactive,"960,985",Hill.TV | ScottRasmussen.com,,Harris Interactive,3015,rv,rv,Online,U.S. House,,1/8/19,1/11/19,"",TRUE,false,1/12/19 10:01,,https://scottrasmussen.com/generic-ballot-daily/,general,44.0,37.0,
92646,57295,2020,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,7020,rv,rv,Online,U.S. House,,1/4/19,1/11/19,"",TRUE,false,1/12/19 10:01,,https://scottrasmussen.com/weekly-generic-ballot/,general,44.0,36.0,
92639,57291,2020,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3015,rv,rv,Online,U.S. House,,1/8/19,1/10/19,"",TRUE,false,1/11/19 08:05,,https://scottrasmussen.com/generic-ballot-daily/,general,44.0,36.0,
92632,57288,2020,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3010,rv,rv,Online,U.S. House,,1/7/19,1/9/19,"",TRUE,false,1/10/19 08:10,,https://scottrasmussen.com/generic-ballot-daily/,general,43.0,36.0,
92595,57245,2020,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3004,rv,rv,Online,U.S. House,,1/6/19,1/8/19,"",TRUE,false,1/9/19 08:18,,https://scottrasmussen.com/generic-ballot-daily/,general,43.0,35.0,
92504,57231,2020,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3005,rv,rv,Online,U.S. House,,1/5/19,1/7/19,"",TRUE,false,1/8/19 09:04,,https://scottrasmussen.com/generic-ballot-daily/,general,43.0,36.0,
92498,57230,2020,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3000,rv,rv,Online,U.S. House,,1/4/19,1/6/19,"",TRUE,false,1/7/19 16:50,,https://scottrasmussen.com/toplines-congressional-ballot/,general,43.0,36.0,
92497,57229,2020,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3000,rv,rv,Online,U.S. House,,1/3/19,1/5/19,"",TRUE,false,1/7/19 16:50,,https://scottrasmussen.com/toplines-congressional-ballot/,general,43.0,37.0,
92483,57221,2020,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3003,rv,rv,Online,U.S. House,,1/2/19,1/4/19,"",TRUE,false,1/5/19 09:08,,https://scottrasmussen.com/generic-ballot-daily/,general,43.0,36.0,
92479,57218,2020,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3012,rv,rv,Online,U.S. House,,1/1/19,1/3/19,"",TRUE,false,1/4/19 10:38,,https://scottrasmussen.com/generic-ballot-daily/,general,44.0,35.0,
92471,57208,2020,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3012,rv,rv,Online,U.S. House,,12/31/18,1/2/19,"",TRUE,false,1/3/19 09:00,,https://scottrasmussen.com/generic-ballot-daily/,general,45.0,35.0,
92434,57203,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3000,rv,rv,Online,U.S. House,,12/29/18,12/31/18,"",TRUE,false,1/1/19 08:28,,https://scottrasmussen.com/trust-in-government-daily/,general,44.0,35.0,
92432,57195,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3001,rv,rv,Online,U.S. House,,12/26/18,12/28/18,"",TRUE,false,12/31/18 09:02,,https://scottrasmussen.com/trust-in-government-daily/,general,43.0,36.0,
92412,57190,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3001,rv,rv,Online,U.S. House,,12/26/18,12/27/18,"",TRUE,false,12/28/18 08:30,,https://scottrasmussen.com/trust-in-government-daily/,general,44.0,36.0,
92405,57173,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3002,rv,rv,Online,U.S. House,,12/25/18,12/26/18,"",TRUE,false,12/27/18 08:45,,https://scottrasmussen.com/trust-in-government-daily/,general,45.0,35.0,
92349,57168,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3005,rv,rv,Online,U.S. House,,12/20/18,12/24/18,"",TRUE,false,12/25/18 08:24,,https://scottrasmussen.com/trust-in-government-daily/,general,43.0,35.0,
92337,57162,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3019,rv,rv,Online,U.S. House,,12/19/18,12/21/18,"",TRUE,false,12/22/18 08:39,,https://scottrasmussen.com/trust-in-government-daily/,general,42.0,37.0,
92331,57157,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3018,rv,rv,Online,U.S. House,,12/18/18,12/20/18,"",TRUE,false,12/21/18 08:58,,https://scottrasmussen.com/trust-in-government-daily/,general,42.0,36.0,
92322,57151,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3018,rv,rv,Online,U.S. House,,12/18/18,12/19/18,"",TRUE,false,12/20/18 09:06,,https://scottrasmussen.com/trust-in-government-daily/,general,42.0,37.0,
92285,57143,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3003,rv,rv,Online,U.S. House,,12/14/18,12/18/18,"",TRUE,false,12/18/18 17:01,,https://scottrasmussen.com/trust-in-government-daily/,general,43.0,37.0,
92249,57131,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3000,rv,rv,Online,U.S. House,,12/13/18,12/17/18,"",TRUE,false,12/17/18 19:52,,https://scottrasmussen.com/trust-in-government-daily/,general,43.0,37.0,
92236,57103,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3000,rv,rv,Online,U.S. House,,12/12/18,12/14/18,"",TRUE,false,12/14/18 19:25,,https://scottrasmussen.com/trust-in-government-daily/,general,43.0,37.0,
92300,57149,2018,,294,McLaughlin & Associates,"","",,McLaughlin & Associates,1000,lv,lv,Live Phone,U.S. House,,12/10/18,12/14/18,"",,false,12/19/18 23:03,,http://mclaughlinonline.com/pols/wp-content/uploads/2018/12/National-Monthly-Omnibus-December-1.pdf,general,47.0,43.0,
92241,57127,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,5003,rv,rv,Online,U.S. House,,12/9/18,12/14/18,"",TRUE,false,12/16/18 09:57,,https://scottrasmussen.com/crosstabs-dec-9-14/,general,43.0,37.0,
92207,57099,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3002,rv,rv,Online,U.S. House,,12/11/18,12/13/18,"",TRUE,false,12/13/18 21:47,,https://scottrasmussen.com/trust-in-government-daily/,general,43.0,37.0,
92185,57086,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3004,rv,rv,Online,U.S. House,,12/10/18,12/12/18,"",TRUE,false,12/12/18 15:56,,https://scottrasmussen.com/trust-in-government-daily/,general,43.0,37.0,
92182,57076,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3004,rv,rv,Online,U.S. House,,12/7/18,12/11/18,"",TRUE,false,12/12/18 10:29,,https://scottrasmussen.com/trust-in-government-daily/,general,42.0,38.0,
92301,57062,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3004,rv,rv,Online,U.S. House,,12/6/18,12/10/18,"",TRUE,false,12/19/18 23:03,,https://scottrasmussen.com/trust-in-government-daily/,general,43.0,37.0,
92150,57075,2018,,1102,Emerson College,"","",,Emerson College,800,rv,rv,IVR/Online,U.S. House,,12/6/18,12/9/18,"",,false,12/11/18 13:52,,https://www.emerson.edu/news-events/emerson-college-today/emerson-college-national-poll-trumps-disapproval-matches-all-time-low-americans-are-optimistic-about-new-year-despite-belt,general,46.2,44.2,
92302,57031,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3003,rv,rv,Online,U.S. House,,12/5/18,12/7/18,"",TRUE,false,12/19/18 23:03,,https://scottrasmussen.com/trust-in-government-daily/,general,44.0,37.0,
92092,57032,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,5018,rv,rv,Online,U.S. House,,12/2/18,12/7/18,"",TRUE,false,12/8/18 22:09,,https://scottrasmussen.com/crosstabs-dec-2-7/,general,43.0,37.0,
92303,57104,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3000,rv,rv,Online,U.S. House,,12/4/18,12/6/18,"",TRUE,false,12/19/18 23:03,,https://scottrasmussen.com/trust-in-government-daily/,general,44.0,37.0,
92304,57105,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3000,rv,rv,Online,U.S. House,,12/3/18,12/5/18,"",TRUE,false,12/19/18 23:03,,https://scottrasmussen.com/trust-in-government-daily/,general,43.0,38.0,
92305,57106,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3000,rv,rv,Online,U.S. House,,11/30/18,12/4/18,"",TRUE,false,12/19/18 23:03,,https://scottrasmussen.com/trust-in-government-daily/,general,44.0,38.0,
92306,57107,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3000,rv,rv,Online,U.S. House,,11/29/18,12/3/18,"",TRUE,false,12/19/18 23:03,,https://scottrasmussen.com/trust-in-government-daily/,general,43.0,39.0,
92307,57108,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3000,rv,rv,Online,U.S. House,,11/28/18,11/30/18,"",TRUE,false,12/19/18 23:03,,https://scottrasmussen.com/trust-in-government-daily/,general,44.0,39.0,
92020,56999,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,5033,rv,rv,Online,U.S. House,,11/25/18,11/30/18,"",TRUE,false,12/2/18 08:45,,https://scottrasmussen.com/weekly-crosstabs-nov-25-30/,general,44.0,38.0,
92308,57109,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3000,rv,rv,Online,U.S. House,,11/27/18,11/29/18,"",TRUE,false,12/19/18 23:03,,https://scottrasmussen.com/trust-in-government-daily/,general,44.0,37.0,
92309,57110,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3000,rv,rv,Online,U.S. House,,11/26/18,11/28/18,"",TRUE,false,12/19/18 23:03,,https://scottrasmussen.com/trust-in-government-daily/,general,44.0,37.0,
92310,57111,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3000,rv,rv,Online,U.S. House,,11/23/18,11/27/18,"",TRUE,false,12/19/18 23:03,,https://scottrasmussen.com/trust-in-government-daily/,general,45.0,37.0,
92311,57112,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3000,rv,rv,Online,U.S. House,,11/22/18,11/26/18,"",TRUE,false,12/19/18 23:03,,https://scottrasmussen.com/trust-in-government-daily/,general,45.0,37.0,
92312,57113,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3000,rv,rv,Online,U.S. House,,11/21/18,11/23/18,"",TRUE,false,12/19/18 23:03,,https://scottrasmussen.com/trust-in-government-daily/,general,45.0,37.0,
91849,56920,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,5011,rv,rv,Online,U.S. House,,11/18/18,11/23/18,"",TRUE,false,11/25/18 08:22,,https://scottrasmussen.com/crosstabs-nov-18-23-weekly/,general,45.0,38.0,
92313,57114,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3000,rv,rv,Online,U.S. House,,11/20/18,11/22/18,"",TRUE,false,12/19/18 23:03,,https://scottrasmussen.com/trust-in-government-daily/,general,44.0,37.0,
92314,57115,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3000,rv,rv,Online,U.S. House,,11/19/18,11/21/18,"",TRUE,false,12/19/18 23:03,,https://scottrasmussen.com/trust-in-government-daily/,general,45.0,38.0,
92315,57116,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3000,rv,rv,Online,U.S. House,,11/16/18,11/20/18,"",TRUE,false,12/19/18 23:03,,https://scottrasmussen.com/trust-in-government-daily/,general,44.0,38.0,
92316,57117,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3000,rv,rv,Online,U.S. House,,11/15/18,11/19/18,"",TRUE,false,12/19/18 23:03,,https://scottrasmussen.com/trust-in-government-daily/,general,45.0,38.0,
92317,57118,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3000,rv,rv,Online,U.S. House,,11/14/18,11/16/18,"",TRUE,false,12/19/18 23:03,,https://scottrasmussen.com/trust-in-government-daily/,general,45.0,37.0,
91797,56898,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,5044,rv,rv,Online,U.S. House,,11/11/18,11/16/18,"",TRUE,false,11/18/18 20:20,,https://scottrasmussen.com/crosstabs-nov-11-16/,general,45.0,37.0,
92318,57119,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3000,rv,rv,Online,U.S. House,,11/13/18,11/15/18,"",TRUE,false,12/19/18 23:03,,https://scottrasmussen.com/trust-in-government-daily/,general,45.0,38.0,
92319,57120,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3000,rv,rv,Online,U.S. House,,11/12/18,11/14/18,"",TRUE,false,12/19/18 23:03,,https://scottrasmussen.com/trust-in-government-daily/,general,46.0,37.0,
91721,56856,2018,,744,Ipsos,71,Reuters,,Ipsos,649,a,a,Online,U.S. House,,11/6/18,11/12/18,"",TRUE,false,11/13/18 16:39,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/,general,42.4,31.2,1.6
91727,56856,2018,,744,Ipsos,71,Reuters,,Ipsos,531,rv,rv,Online,U.S. House,,11/6/18,11/12/18,"",TRUE,false,11/13/18 16:40,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,general,48.9,35.7,1.6
91716,56857,2018,,744,Ipsos,71,Reuters,,Ipsos,359,lv,lv,Online,U.S. House,,11/5/18,11/11/18,"",TRUE,false,11/13/18 16:39,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,general,46.0,45.0,3.1
91722,56857,2018,,744,Ipsos,71,Reuters,,Ipsos,968,a,a,Online,U.S. House,,11/5/18,11/11/18,"",TRUE,false,11/13/18 16:39,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/,general,41.3,32.7,2.2
91728,56857,2018,,744,Ipsos,71,Reuters,,Ipsos,801,rv,rv,Online,U.S. House,,11/5/18,11/11/18,"",TRUE,false,11/13/18 16:40,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,general,47.3,37.2,2.1
91717,56858,2018,,744,Ipsos,71,Reuters,,Ipsos,537,lv,lv,Online,U.S. House,,11/4/18,11/10/18,"",TRUE,false,11/13/18 16:39,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,general,48.9,42.7,3.0
91723,56858,2018,,744,Ipsos,71,Reuters,,Ipsos,1266,a,a,Online,U.S. House,,11/4/18,11/10/18,"",TRUE,false,11/13/18 16:39,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/,general,41.9,32.6,2.3
91729,56858,2018,,744,Ipsos,71,Reuters,,Ipsos,1058,rv,rv,Online,U.S. House,,11/4/18,11/10/18,"",TRUE,false,11/13/18 16:40,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,general,47.3,36.6,2.4
91718,56859,2018,,744,Ipsos,71,Reuters,,Ipsos,716,lv,lv,Online,U.S. House,,11/3/18,11/9/18,"",TRUE,false,11/13/18 16:39,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,general,49.5,40.9,3.3
91724,56859,2018,,744,Ipsos,71,Reuters,,Ipsos,1587,a,a,Online,U.S. House,,11/3/18,11/9/18,"",TRUE,false,11/13/18 16:39,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/,general,41.4,32.9,2.7
91730,56859,2018,,744,Ipsos,71,Reuters,,Ipsos,1328,rv,rv,Online,U.S. House,,11/3/18,11/9/18,"",TRUE,false,11/13/18 16:40,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,general,46.4,37.0,2.8
91719,56860,2018,,744,Ipsos,71,Reuters,,Ipsos,896,lv,lv,Online,U.S. House,,11/2/18,11/8/18,"",TRUE,false,11/13/18 16:39,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,general,48.7,42.0,3.1
91725,56860,2018,,744,Ipsos,71,Reuters,,Ipsos,1898,a,a,Online,U.S. House,,11/2/18,11/8/18,"",TRUE,false,11/13/18 16:39,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/,general,40.7,33.0,2.8
91731,56860,2018,,744,Ipsos,71,Reuters,,Ipsos,1595,rv,rv,Online,U.S. House,,11/2/18,11/8/18,"",TRUE,false,11/13/18 16:40,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,general,45.4,37.3,3.0
91720,56861,2018,,744,Ipsos,71,Reuters,,Ipsos,1097,lv,lv,Online,U.S. House,,11/1/18,11/7/18,"",TRUE,false,11/13/18 16:39,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,general,48.7,42.3,3.3
91726,56861,2018,,744,Ipsos,71,Reuters,,Ipsos,2217,a,a,Online,U.S. House,,11/1/18,11/7/18,"",TRUE,false,11/13/18 16:39,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/,general,40.2,33.3,2.9
91732,56861,2018,,744,Ipsos,71,Reuters,,Ipsos,1868,rv,rv,Online,U.S. House,,11/1/18,11/7/18,"",TRUE,false,11/13/18 16:40,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,general,45.2,37.5,3.2
91663,56842,2018,,568,YouGov,352,Economist,,YouGov,1290,rv,rv,Online,U.S. House,,11/4/18,11/6/18,"",,false,11/9/18 09:47,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ylp5ygohjs/econTabReport.pdf,general,49.0,43.0,
91659,56846,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3005,rv,rv,Online,U.S. House,,11/4/18,11/6/18,"",TRUE,false,11/8/18 15:52,,https://scottrasmussen.com/generic-congressional-ballot-daily/,general,45.0,38.0,
91660,56846,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,1944,lv,lv,Online,U.S. House,,11/4/18,11/6/18,"",TRUE,false,11/8/18 15:52,,https://scottrasmussen.com/generic-congressional-ballot-daily/,general,53.0,40.0,
91661,56846,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,2324,lv,lv,Online,U.S. House,,11/4/18,11/6/18,"",TRUE,false,11/8/18 15:52,,https://scottrasmussen.com/generic-congressional-ballot-daily/,general,50.0,40.0,
91680,56854,2018,,744,Ipsos,71,Reuters,,Ipsos,1201,lv,lv,Online,U.S. House,,10/31/18,11/6/18,"",TRUE,false,11/13/18 00:16,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,general,48.5,43.5,2.9
91681,56854,2018,,744,Ipsos,71,Reuters,,Ipsos,2020,a,a,Online,U.S. House,,10/31/18,11/6/18,"",TRUE,false,11/13/18 00:16,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/,general,40.0,34.3,3.2
91682,56854,2018,,744,Ipsos,71,Reuters,,Ipsos,1722,rv,rv,Online,U.S. House,,10/31/18,11/6/18,"",TRUE,false,11/13/18 00:16,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,general,44.2,38.4,3.5
91516,56792,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,3005,rv,rv,Online,U.S. House,,11/3/18,11/5/18,"",TRUE,false,11/5/18 15:52,,https://scottrasmussen.com/generic-congressional-ballot-daily/,general,45.0,38.0,
91517,56792,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,1922,lv,lv,Online,U.S. House,,11/3/18,11/5/18,"",TRUE,false,11/5/18 15:52,,https://scottrasmussen.com/generic-congressional-ballot-daily/,general,52.0,40.0,
91518,56792,2018,,1416,Harris Interactive,985,ScottRasmussen.com,,Harris Interactive,2305,lv,lv,Online,U.S. House,,11/3/18,11/5/18,"",TRUE,false,11/5/18 15:52,,https://scottrasmussen.com/generic-congressional-ballot-daily/,general,50.0,41.0,
91633,56836,2018,,744,Ipsos,71,Reuters,,Ipsos,1326,lv,lv,Online,U.S. House,,10/30/18,11/5/18,"",TRUE,false,11/7/18 12:20,,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,general,48.1,43.3,3.4
