start_date,length,race,name,party,chamber,support,poll,pollster,sponsor,n,pop,method,internal,partisan,tracking
2018-10-01,4,TX-98,O'Rourke,D,senate,0.424,56079,1102,NA,500,lv,IVR/Online,FALSE,NA,NA
2018-10-01,4,TX-98,Cruz,R,senate,0.47000000000000003,56079,1102,NA,500,lv,IVR/Online,FALSE,NA,NA
2018-10-01,4,FL-98,Nelson,D,senate,0.4448,56084,1236,NA,476,lv,Live Phone,FALSE,NA,NA
2018-10-01,4,FL-98,Scott,R,senate,0.4597,56084,1236,NA,476,lv,Live Phone,FALSE,NA,NA
2018-10-01,1,AZ-98,Sinema,D,senate,0.41000000000000003,56125,1293,1081,600,lv,IVR/Live Phone,FALSE,NA,NA
2018-10-01,1,AZ-98,McSally,R,senate,0.47000000000000003,56125,1293,1081,600,lv,IVR/Live Phone,FALSE,NA,NA
2018-10-01,1,PA-98,Casey,D,senate,0.47000000000000003,56200,1189,42538,1188,rv,Online,FALSE,NA,NA
2018-10-01,1,PA-98,Barletta,R,senate,0.32,56200,1189,42538,1188,rv,Online,FALSE,NA,NA
2017-10-10,0,NY-22,Brindisi,D,house,0.45,52750,1359,451,561,lv,IVR/Live Phone,TRUE,DEM,NA
2017-10-10,0,NY-22,Tenney,R,house,0.43,52750,1359,451,561,lv,IVR/Live Phone,TRUE,DEM,NA
2018-10-10,8,NH-01,Pappas,D,house,0.46,56361,525,NA,265,lv,Live Phone,FALSE,NA,NA
2018-10-10,8,NH-01,Edwards,R,house,0.37,56361,525,NA,265,lv,Live Phone,FALSE,NA,NA
2018-10-10,8,NH-02,Kuster,D,house,0.53,56361,525,NA,234,lv,Live Phone,FALSE,NA,NA
2018-10-10,8,NH-02,Negron,R,house,0.38,56361,525,NA,234,lv,Live Phone,FALSE,NA,NA
2018-10-10,8,MT-01,Williams,D,house,0.45799999999999996,56483,506,NA,533,lv,NA,FALSE,NA,NA
2018-10-10,8,MT-01,Gianforte,R,house,0.45299999999999996,56483,506,NA,533,lv,NA,FALSE,NA,NA
2018-10-10,5,NH-01,Pappas,D,house,0.444,56285,446,47,234,lv,Live Phone,FALSE,NA,NA
2018-10-10,5,NH-01,Edwards,R,house,0.355,56285,446,47,234,lv,Live Phone,FALSE,NA,NA
2018-10-10,5,NH-02,Kuster,D,house,0.494,56285,446,47,220,lv,Live Phone,FALSE,NA,NA
2018-10-10,5,NH-02,Negron,R,house,0.223,56285,446,47,220,lv,Live Phone,FALSE,NA,NA
2018-10-10,4,WV-03,Ojeda,D,house,0.45,56228,320,NA,350,lv,Live Phone,FALSE,NA,NA
2018-10-10,4,WV-03,Miller,R,house,0.48,56228,320,NA,350,lv,Live Phone,FALSE,NA,NA
2018-10-10,4,WV-03,Ojeda,D,house,0.46,56228,320,NA,350,lv,Live Phone,FALSE,NA,NA
2018-10-10,4,WV-03,Miller,R,house,0.48,56228,320,NA,350,lv,Live Phone,FALSE,NA,NA
2018-10-10,4,WV-03,Ojeda,D,house,0.46,56228,320,NA,350,lv,Live Phone,FALSE,NA,NA
2018-10-10,4,WV-03,Miller,R,house,0.48,56228,320,NA,350,lv,Live Phone,FALSE,NA,NA
2018-10-10,4,MI-11,Stevens,D,house,0.44,56277,933,NA,513,lv,NA,TRUE,DEM,NA
2018-10-10,4,MI-11,Epstein,R,house,0.34,56277,933,NA,513,lv,NA,TRUE,DEM,NA
2018-10-10,4,MI-11,Stevens,D,house,0.48,56277,933,NA,513,lv,NA,TRUE,DEM,NA
2018-10-10,4,MI-11,Epstein,R,house,0.39,56277,933,NA,513,lv,NA,TRUE,DEM,NA
2018-10-10,3,MI-11,Stevens,D,house,0.36,56251,988,452,400,lv,Live Phone,TRUE,REP,NA
2018-10-10,3,MI-11,Epstein,R,house,0.35000000000000003,56251,988,452,400,lv,Live Phone,TRUE,REP,NA
2018-10-10,3,MI-11,Nye,I,house,0.01,56251,988,452,400,lv,Live Phone,TRUE,REP,NA
2018-10-10,2,NV-01,Titus,D,house,0.502,56204,1102,NA,121,lv,IVR/Online,FALSE,NA,NA
2018-10-10,2,NV-01,Bentley,R,house,0.2,56204,1102,NA,121,lv,IVR/Online,FALSE,NA,NA
2018-10-10,2,NV-02,Koble,D,house,0.162,56204,1102,NA,169,lv,IVR/Online,FALSE,NA,NA
2018-10-10,2,NV-02,Amodei,R,house,0.231,56204,1102,NA,169,lv,IVR/Online,FALSE,NA,NA
2018-10-10,2,NV-03,Lee,D,house,0.40700000000000003,56204,1102,NA,178,lv,IVR/Online,FALSE,NA,NA
2018-10-10,2,NV-03,Tarkanian,R,house,0.39,56204,1102,NA,178,lv,IVR/Online,FALSE,NA,NA
2018-10-10,2,NV-04,Horsford,D,house,0.358,56204,1102,NA,157,lv,IVR/Online,FALSE,NA,NA
2018-10-10,2,NV-04,Hardy,R,house,0.341,56204,1102,NA,157,lv,IVR/Online,FALSE,NA,NA
2018-10-10,2,NH-01,Pappas,D,house,0.40299999999999997,56205,1102,NA,387,lv,IVR/Online,FALSE,NA,NA
2018-10-10,2,NH-01,Edwards,R,house,0.349,56205,1102,NA,387,lv,IVR/Online,FALSE,NA,NA
2018-10-10,2,NH-02,Kuster,D,house,0.443,56205,1102,NA,401,lv,IVR/Online,FALSE,NA,NA
2018-10-10,2,NH-02,Negron,R,house,0.254,56205,1102,NA,401,lv,IVR/Online,FALSE,NA,NA
2018-10-10,17,MA-98,Warren,D,senate,0.5700000000000001,56585,759,NA,402,lv,Live Phone,FALSE,NA,NA
2018-10-10,17,MA-98,Diehl,R,senate,0.27,56585,759,NA,402,lv,Live Phone,FALSE,NA,NA
2018-10-10,17,MA-98,Ayyadurai,I,senate,0.07,56585,759,NA,402,lv,Live Phone,FALSE,NA,NA
2018-10-10,17,MA-98,Warren,D,senate,0.54,56585,759,NA,485,rv,Live Phone,FALSE,NA,NA
2018-10-10,17,MA-98,Diehl,R,senate,0.27,56585,759,NA,485,rv,Live Phone,FALSE,NA,NA
2018-10-10,17,MA-98,Ayyadurai,I,senate,0.06,56585,759,NA,485,rv,Live Phone,FALSE,NA,NA
2018-10-10,14,CA-98,Feinstein,D,senate,0.36,56669,568,603,2178,rv,Online,FALSE,NA,NA
2018-10-10,14,CA-98,de Leon,D,senate,0.29,56669,568,603,2178,rv,Online,FALSE,NA,NA
2018-10-10,8,MT-98,Tester,D,senate,0.489,56483,506,NA,533,lv,NA,FALSE,NA,NA
2018-10-10,8,MT-98,Rosendale,R,senate,0.38799999999999996,56483,506,NA,533,lv,NA,FALSE,NA,NA
2018-10-10,6,NJ-98,Menendez,D,senate,0.51,56278,396,NA,873,lv,Live Phone,FALSE,NA,NA
2018-10-10,6,NJ-98,Hugin,R,senate,0.44,56278,396,NA,873,lv,Live Phone,FALSE,NA,NA
2018-10-10,6,NY-98,Gillibrand,D,senate,0.58,56301,396,NA,852,lv,NA,FALSE,NA,NA
2018-10-10,6,NY-98,Farley,R,senate,0.33,56301,396,NA,852,lv,NA,FALSE,NA,NA
2018-10-10,4,TX-98,O'Rourke,D,senate,0.45,56232,495,236,600,lv,Online,FALSE,DEM,NA
2018-10-10,4,TX-98,Cruz,R,senate,0.49,56232,495,236,600,lv,Online,FALSE,DEM,NA
2018-10-10,2,NV-98,Rosen,D,senate,0.414,56204,1102,NA,625,lv,IVR/Online,FALSE,NA,NA
2018-10-10,2,NV-98,Heller,R,senate,0.48100000000000004,56204,1102,NA,625,lv,IVR/Online,FALSE,NA,NA
2018-10-10,1,WI-98,Baldwin,D,senate,0.52,56207,383,946,816,v,Automated Phone,FALSE,DEM,NA
2018-10-10,1,WI-98,Vukmir,R,senate,0.42,56207,383,946,816,v,Automated Phone,FALSE,DEM,NA
2017-10-11,1,MO-98,McCaskill,D,senate,0.45,53558,1056,421,965,lv,NA,FALSE,NA,NA
2017-10-11,1,MO-98,Hawley,R,senate,0.48,53558,1056,421,965,lv,NA,FALSE,NA,NA
2018-10-11,4,VA-10,Wexton,D,house,0.48369999999999996,56188,1424,134,484,lv,Live Phone,FALSE,NA,NA
2018-10-11,4,VA-10,Comstock,R,house,0.4096,56188,1424,134,484,lv,Live Phone,FALSE,NA,NA
2018-10-11,4,VA-10,Wexton,D,house,0.4486,56188,1424,134,484,rv,Live Phone,FALSE,NA,NA
2018-10-11,4,VA-10,Comstock,R,house,0.39060000000000006,56188,1424,134,484,rv,Live Phone,FALSE,NA,NA
2018-10-11,4,AZ-06,Malik,D,house,0.35960000000000003,56189,1424,134,500,lv,Live Phone,FALSE,NA,NA
2018-10-11,4,AZ-06,Schweikert,R,house,0.4997,56189,1424,134,500,lv,Live Phone,FALSE,NA,NA
2018-10-11,4,AZ-06,Malik,D,house,0.3546,56189,1424,134,500,rv,Live Phone,FALSE,NA,NA
2018-10-11,4,AZ-06,Schweikert,R,house,0.4483,56189,1424,134,500,rv,Live Phone,FALSE,NA,NA
2018-10-11,4,MI-02,Davidson,D,house,0.42,56248,940,NA,400,lv,Live Phone,TRUE,DEM,NA
2018-10-11,4,MI-02,Huizenga,R,house,0.48,56248,940,NA,400,lv,Live Phone,TRUE,DEM,NA
2018-10-11,3,MN-08,Radinovich,D,house,0.335,56175,1424,134,507,lv,Live Phone,FALSE,NA,NA
2018-10-11,3,MN-08,Stauber,R,house,0.4915,56175,1424,134,507,lv,Live Phone,FALSE,NA,NA
2018-10-11,3,MN-08,Radinovich,D,house,0.3201,56175,1424,134,507,rv,Live Phone,FALSE,NA,NA
2018-10-11,3,MN-08,Stauber,R,house,0.48130000000000006,56175,1424,134,507,rv,Live Phone,FALSE,NA,NA
2018-10-11,3,PA-01,Wallace,D,house,0.4968,56217,1424,134,570,lv,Live Phone,FALSE,NA,NA
2018-10-11,3,PA-01,Fitzpatrick,R,house,0.4253,56217,1424,134,570,lv,Live Phone,FALSE,NA,NA
2018-10-11,3,PA-01,Wallace,D,house,0.4772,56217,1424,134,570,rv,Live Phone,FALSE,NA,NA
2018-10-11,3,PA-01,Fitzpatrick,R,house,0.4181,56217,1424,134,570,rv,Live Phone,FALSE,NA,NA
2018-10-11,3,FL-27,Shalala,D,house,0.44,56230,933,NA,500,lv,Live Phone,TRUE,DEM,NA
2018-10-11,3,FL-27,Salazar,R,house,0.39,56230,933,NA,500,lv,Live Phone,TRUE,DEM,NA
2018-10-11,3,GA-07,Bourdeaux,D,house,0.32,56328,294,NA,400,lv,NA,TRUE,REP,NA
2018-10-11,3,GA-07,Woodall,R,house,0.59,56328,294,NA,400,lv,NA,TRUE,REP,NA
2018-10-11,3,FL-27,Shalala,D,house,0.41000000000000003,56382,294,NA,400,rv,NA,TRUE,REP,NA
2018-10-11,3,FL-27,Salazar,R,house,0.5,56382,294,NA,400,rv,NA,TRUE,REP,NA
2018-10-11,2,OH-12,O'Connor,D,house,0.46,56366,921,681,639,lv,Live Phone,FALSE,DEM,NA
2018-10-11,2,OH-12,Balderson,R,house,0.48,56366,921,681,639,lv,Live Phone,FALSE,DEM,NA
2018-10-11,1,AK-01,Galvin,D,house,0.43,56186,383,1090,645,v,NA,FALSE,DEM,NA
2018-10-11,1,AK-01,Young,R,house,0.46,56186,383,1090,645,v,NA,FALSE,DEM,NA
2018-10-11,1,OR-02,McLeod-Skinner,D,house,0.4,56470,1422,NA,400,lv,NA,TRUE,DEM,NA
2018-10-11,1,OR-02,Walden,R,house,0.49,56470,1422,NA,400,lv,NA,TRUE,DEM,NA
2018-10-11,1,OR-02,Roberts,I,house,0.07,56470,1422,NA,400,lv,NA,TRUE,DEM,NA
2018-10-11,4,NJ-98,Menendez,D,senate,0.49,56302,320,NA,527,lv,Live Phone,FALSE,NA,NA
2018-10-11,4,NJ-98,Hugin,R,senate,0.4,56302,320,NA,527,lv,Live Phone,FALSE,NA,NA
2018-10-11,4,NJ-98,Menendez,D,senate,0.5,56302,320,NA,527,lv,Live Phone,FALSE,NA,NA
2018-10-11,4,NJ-98,Hugin,R,senate,0.39,56302,320,NA,527,lv,Live Phone,FALSE,NA,NA
2018-10-11,4,NJ-98,Menendez,D,senate,0.51,56302,320,NA,527,lv,Live Phone,FALSE,NA,NA
2018-10-11,4,NJ-98,Hugin,R,senate,0.39,56302,320,NA,527,lv,Live Phone,FALSE,NA,NA
2018-10-11,2,MO-98,McCaskill,D,senate,0.47000000000000003,56225,1187,209,600,lv,NA,FALSE,REP,NA
2018-10-11,2,MO-98,Hawley,R,senate,0.5,56225,1187,209,600,lv,NA,FALSE,REP,NA
2018-10-11,2,WV-98,Manchin,D,senate,0.49,56226,1187,209,600,lv,NA,FALSE,REP,NA
2018-10-11,2,WV-98,Morrisey,R,senate,0.45,56226,1187,209,600,lv,NA,FALSE,REP,NA
2018-10-12,7,ND-01,Schneider,D,house,0.35000000000000003,56356,1455,1066,650,lv,Live Phone,FALSE,NA,NA
2018-10-12,7,ND-01,Armstrong,R,house,0.56,56356,1455,1066,650,lv,Live Phone,FALSE,NA,NA
2018-10-12,4,NY-19,Delgado,D,house,0.43,56341,438,979,500,lv,Live Phone,FALSE,NA,NA
2018-10-12,4,NY-19,Faso,R,house,0.44,56341,438,979,500,lv,Live Phone,FALSE,NA,NA
2018-10-12,4,NY-19,Neal,I,house,0.05,56341,438,979,500,lv,Live Phone,FALSE,NA,NA
2018-10-12,2,AK-01,Galvin,D,house,0.47200000000000003,56250,1334,NA,500,lv,NA,FALSE,NA,NA
2018-10-12,2,AK-01,Young,R,house,0.49200000000000005,56250,1334,NA,500,lv,NA,FALSE,NA,NA
2018-10-12,1,NY-22,Brindisi,D,house,0.42,56229,1187,209,400,lv,NA,FALSE,REP,NA
2018-10-12,1,NY-22,Tenney,R,house,0.5,56229,1187,209,400,lv,NA,FALSE,REP,NA
2018-10-12,1,IA-01,Finkenauer,D,house,0.45,56242,482,NA,400,rv,Live Phone,TRUE,REP,NA
2018-10-12,1,IA-01,Blum,R,house,0.43,56242,482,NA,400,rv,Live Phone,TRUE,REP,NA
2018-10-12,9,CA-98,Feinstein,D,senate,0.43,56451,382,NA,989,lv,Live Phone,FALSE,NA,NA
2018-10-12,9,CA-98,de Leon,D,senate,0.27,56451,382,NA,989,lv,Live Phone,FALSE,NA,NA
2018-10-12,7,WV-98,Manchin,D,senate,0.52,56355,1455,NA,650,lv,Live Phone,FALSE,NA,NA
2018-10-12,7,WV-98,Morrisey,R,senate,0.36,56355,1455,NA,650,lv,Live Phone,FALSE,NA,NA
2018-10-12,7,ND-98,Heitkamp,D,senate,0.4,56356,1455,1066,650,lv,Live Phone,FALSE,NA,NA
2018-10-12,7,ND-98,Cramer,R,senate,0.56,56356,1455,1066,650,lv,Live Phone,FALSE,NA,NA
2018-10-12,7,NV-98,Rosen,D,senate,0.41200000000000003,56414,744,1084,1137,lv,Online,FALSE,NA,NA
2018-10-12,7,NV-98,Heller,R,senate,0.469,56414,744,1084,1137,lv,Online,FALSE,NA,NA
2018-10-12,7,NV-98,Rosen,D,senate,0.35000000000000003,56414,744,1084,2001,a,Online,FALSE,NA,NA
2018-10-12,7,NV-98,Heller,R,senate,0.34,56414,744,1084,2001,a,Online,FALSE,NA,NA
2018-10-12,7,NJ-98,Menendez,D,senate,0.51,56416,424,NA,496,lv,Live Phone,FALSE,NA,NA
2018-10-12,7,NJ-98,Hugin,R,senate,0.46,56416,424,NA,496,lv,Live Phone,FALSE,NA,NA
2018-10-12,7,NJ-98,Menendez,D,senate,0.48,56416,424,NA,896,rv,Live Phone,FALSE,NA,NA
2018-10-12,7,NJ-98,Hugin,R,senate,0.45,56416,424,NA,896,rv,Live Phone,FALSE,NA,NA
2018-10-12,6,TX-98,O'Rourke,D,senate,0.444,56413,744,1084,1298,lv,Online,FALSE,NA,NA
2018-10-12,6,TX-98,Cruz,R,senate,0.489,56413,744,1084,1298,lv,Online,FALSE,NA,NA
2018-10-12,6,TX-98,O'Rourke,D,senate,0.4,56413,744,1084,2001,a,Online,FALSE,NA,NA
2018-10-12,6,TX-98,Cruz,R,senate,0.38,56413,744,1084,2001,a,Online,FALSE,NA,NA
2018-10-12,6,WI-98,Baldwin,D,senate,0.537,56415,744,1084,1193,lv,Online,FALSE,NA,NA
2018-10-12,6,WI-98,Vukmir,R,senate,0.385,56415,744,1084,1193,lv,Online,FALSE,NA,NA
2018-10-12,6,WI-98,Baldwin,D,senate,0.45,56415,744,1084,2001,a,Online,FALSE,NA,NA
2018-10-12,6,WI-98,Vukmir,R,senate,0.31,56415,744,1084,2001,a,Online,FALSE,NA,NA
2018-10-12,4,IN-98,Donnelly,D,senate,0.44,56280,801,NA,377,lv,Online,FALSE,NA,NA
2018-10-12,4,IN-98,Braun,R,senate,0.4,56280,801,NA,377,lv,Online,FALSE,NA,NA
2018-10-12,4,IN-98,Donnelly,D,senate,0.41000000000000003,56359,460,411,816,lv,Online,FALSE,NA,NA
2018-10-12,4,IN-98,Braun,R,senate,0.4,56359,460,411,816,lv,Online,FALSE,NA,NA
2018-10-12,2,CA-98,Feinstein,D,senate,0.4,56243,460,443448583804,762,lv,Online,FALSE,NA,NA
2018-10-12,2,CA-98,de Leon,D,senate,0.26,56243,460,443448583804,762,lv,Online,FALSE,NA,NA
2018-10-12,1,MN-98,Klobuchar,D,senate,0.5,56196,1365,NA,1413,lv,Online,FALSE,NA,NA
2018-10-12,1,MN-98,Newberger,R,senate,0.41000000000000003,56196,1365,NA,1413,lv,Online,FALSE,NA,NA
2018-10-12,1,MN-98,Schuller,I,senate,0.05,56196,1365,NA,1413,lv,Online,FALSE,NA,NA
2018-10-12,1,MN-98,Smith,D,senate,0.46,56196,1365,NA,1413,lv,Online,FALSE,NA,NA
2018-10-12,1,MN-98,Housley,R,senate,0.43,56196,1365,NA,1413,lv,Online,FALSE,NA,NA
2018-10-12,1,MN-98,Wellington,I,senate,0.05,56196,1365,NA,1413,lv,Online,FALSE,NA,NA
2018-10-12,1,MN-98,Trooien,I,senate,0.02,56196,1365,NA,1413,lv,Online,FALSE,NA,NA
2018-10-13,5,TX-23,Ortiz Jones,D,house,0.376,56199,1424,134,488,lv,Live Phone,FALSE,NA,NA
2018-10-13,5,TX-23,Hurd,R,house,0.5305,56199,1424,134,488,lv,Live Phone,FALSE,NA,NA
2018-10-13,5,TX-23,Ortiz Jones,D,house,0.41350000000000003,56199,1424,134,488,rv,Live Phone,FALSE,NA,NA
2018-10-13,5,TX-23,Hurd,R,house,0.44939999999999997,56199,1424,134,488,rv,Live Phone,FALSE,NA,NA
2018-10-13,5,GA-07,Bourdeaux,D,house,0.43,56342,1469,NA,500,lv,Live Phone,FALSE,NA,NA
2018-10-13,5,GA-07,Woodall,R,house,0.49,56342,1469,NA,500,lv,Live Phone,FALSE,NA,NA
2018-10-13,5,GA-06,McBath,D,house,0.45,56342,1469,NA,500,lv,Live Phone,FALSE,NA,NA
2018-10-13,5,GA-06,Handel,R,house,0.49,56342,1469,NA,500,lv,Live Phone,FALSE,NA,NA
2018-10-13,4,CO-06,Crow,D,house,0.466,56197,1424,134,506,lv,Live Phone,FALSE,NA,NA
2018-10-13,4,CO-06,Coffman,R,house,0.379,56197,1424,134,506,lv,Live Phone,FALSE,NA,NA
2018-10-13,4,CO-06,Crow,D,house,0.4512,56197,1424,134,506,rv,Live Phone,FALSE,NA,NA
2018-10-13,4,CO-06,Coffman,R,house,0.3493,56197,1424,134,506,rv,Live Phone,FALSE,NA,NA
